time,temp,humidity,windspeed,cloudcover,conditions,PM10,PM2.5,O3,NO2,CO,SO2
04-02-22 6:00,-4.2,86.13,5.1,27,Partially cloudy,28.884,29.615,4.2,31.706,0.3132,1.2768
04-02-22 7:00,-2.8,72.23,3.8,49.4,Partially cloudy,31.973,35.763,1.8,36.099,0.4652,2.128
04-02-22 8:00,-2.2,80.07,0.2,0,Clear,40.905,42.718,2.4,38.582,0.4234,2.128
04-02-22 9:00,-0.1,74.74,0.2,0,Clear,41,40.121,3,60.929,0.4257,2.5802
04-02-22 10:00,2.7,53.76,7.2,29.3,Partially cloudy,49.915,35.198,12,45.649,0.4698,4.6284
04-02-22 11:00,2.9,60.03,3.8,0,Clear,55.94,47.489,23.8,31.133,0.1728,3.4048
04-02-22 12:00,4.8,48.96,0.4,2.4,Clear,32.22,24.949,30.4,30.942,0.1566,2.8196
04-02-22 13:00,6,41.53,6.9,38.4,Partially cloudy,37.943,22.078,39.2,24.83,0.0916,3.0058
04-02-22 14:00,6.8,42.8,3.8,0,Clear,26.117,19.12,36.4,34.189,0.0951,3.458
04-02-22 15:00,6.8,39.68,2.2,0,Clear,25.009,12.269,38.2,34.571,0.087,2.8196
04-02-22 16:00,6.9,41.42,6.9,59.4,Partially cloudy,24.01,12.96,42,28.65,0.0858,2.2344
04-02-22 17:00,4.8,52.68,3.7,0,Clear,24.988,14.937,25,46.413,0.1276,3.1388
04-02-22 18:00,2,69.06,11.2,0,Clear,28.951,16.922,3,87.478,0.7273,3.325
04-02-22 19:00,2,58.57,7.2,0,Clear,101.229,52.519,3.6,85.186,1.2226,5.3732
04-02-22 20:00,0,74.31,3.8,0,Clear,134.642,91.428,3.4,80.029,1.1275,4.389
04-02-22 21:00,-2,86.01,0.3,0,Clear,130.057,87.245,2.6,63.794,0.7296,4.4422
04-02-22 22:00,-0.8,69.8,7.1,0,Clear,82.5601,63.029,3.2,67.614,0.9756,3.4314
04-02-22 23:00,-3,86.07,3.4,0,Clear,98.797,66.7939,3.4,55.963,1.08,2.7398
05-02-22 0:00,-4,85.97,3.5,0,Clear,104.927,85.212,2.8,50.042,0.819,2.4206
05-02-22 1:00,-2.9,80.15,10.8,0,Clear,83.116,64.771,3,46.222,0.8561,1.4098
05-02-22 2:00,-5,92.69,0.2,0,Clear,83.99,69.76,2.8,43.93,0.9651,1.7024
05-02-22 3:00,-5,92.31,0.4,0,Clear,88.946,73.84,3,32.661,1.1867,1.596
05-02-22 4:00,-3.7,84.31,6.9,0,Clear,100.883,88.402,2.6,30.178,0.638,1.1438
05-02-22 5:00,-4.9,86.04,3.8,8.2,Clear,61.356,59.197,3,25.976,0.6438,1.1172
05-02-22 6:00,-5.9,92.45,3.7,8.2,Clear,63.973,62.807,2.6,23.111,0.5696,1.197
05-02-22 7:00,-4.3,86.06,3.8,38.4,Partially cloudy,55.087,53.398,1.8,23.493,0.66,1.5428
05-02-22 8:00,-3.9,92.38,0.4,89.1,Partially cloudy,64.9141,57.808,2.4,26.74,0.7157,1.3566
05-02-22 9:00,-2.9,92.06,0.1,99.4,Overcast,69.953,60.882,2.4,37.436,0.776,1.5428
05-02-22 10:00,-1.2,80.09,3.6,80.2,Partially cloudy,89.822,70.613,4.4,44.503,0.5452,1.5162
05-02-22 11:00,1,74.64,0.4,89.1,Partially cloudy,79.104,61.389,4.2,60.165,0.8236,2.4472
05-02-22 12:00,2,69.48,0.3,52.1,Partially cloudy,114.619,92.67,7.2,69.333,0.7714,2.7664
05-02-22 13:00,4,61.67,3.6,52.2,Partially cloudy,112.032,92.08,12.6,70.861,0.6844,2.9792
05-02-22 14:00,5,56.57,3.6,88,Partially cloudy,106.058,86.236,11.4,78.119,0.5997,2.6334
05-02-22 15:00,4.9,56.89,0.1,88.1,Partially cloudy,93.126,73.5179,5.4,94.163,0.6252,2.793
